"1","Jackie accompanied Rose"
"611","I hunted for game in the woods"
"612","I hunted in the woods for game"
"613","I hunted game in the woods"
"614","I was hunting game"
"615","I was hunting"
"616","Tessa hurt/sprained her ankle"
"617","My ankle twisted"
"618","Tessa hurt herself"
"619","The jeweler decorated the ring"
"620","The jeweler decorated the ring with the name"
"621","Smith inscribed his name on the ring"
"622","Smith inscribed the ring with his name"
"623","Smith was inscribing the rings"
"624","Smith inscribed his name"
"625","Smith was inscribing"
"626","This indicates how she did it"
"627","This indicates how to do it"
"628","This indicates it"
"629","This indicates whether he is the thief"
"630","This indicates what he should do"
"631","This indicates to us that they had stolen money"
"632","This indicates to me whether they did it"
"633","This indicates to me what he is"
"634","This indicates to us how it happended"
"635","This indicates him to be the thief"
"636","I asked how she did it"
"637","I asked how to do it"
"638","I asked"
"639","I asked him"
"640","I asked a question"
"641","I asked him about it"
"642","I asked him whether he was going"
"643","I asked him what he was doing"
"644","I asked him whether to clean the house"
"645","He asked him what to do"
"646","He asked about whether he wanted to go"
"647","He asked him about what he wanted"
"648","He asked about whether to go"
"649","He asked about what to do"
"650","I asked about it"
"651","He asked of her how it works"
"652","He asked of her how to do it"
"653","He asked of her about whether he should kill the peasants"
"654","He asked of her about what he should do"
"655","He asked of her about what to do"
"656","I asked of him about whether to go"
"657","He asked whether he should come"
"658","He asked what he should do"
"659","He asked whether to clean the house"
"660","He asked what to do"
"661","He asked him how he came"
"662","Heather cabled the news"
"663","Heather cabled\, 'Come immediately.'"
"664","Heather cabled Sara"
"665","Heather cabled the news to Sara"
"666","Heather cabled Sara the news"
"667","Heather cabled Sara\, 'Come immediately.'"
"668","Heather cabled to Sara\, 'Come immediately.'"
"669","Heather cabled Sara about the situation"
"670","Heather cabled that the party would be tonight"
"671","Heather cabled when to send the package"
"672","Heather cabled to come"
"673","Heather cabled Sara that the party would be tonight"
"674","Heather cabled Sara when to send the package"
"675","Heather cabled Sara to come"
"676","Heather cabled to Sara that the party would be tonight"
"677","Heather cabled to Sara when to send the package"
"678","Heather cabled to Sara to come"
"679","Heather cabled for Sara to come"
"680","We investigated the area for bombs"
"681","We inspected the area"
"682","They praised the volunteers"
"683","They praised the volunteers for their dedication"
"684","They praised the volunteer's dedication"
"685","I judged him as a good man"
"686","I judged him to be a good man"
"687","Michelle kept the papers in the desk"
"688","Many small investors in Belgium store securities"
"689","The dough twirled into a pretzel"
"690","Rhoda learned French from an old book"
"691","Rhoda learned from an old book"
"692","Kissinger learned his lesson"
"693","She studied"
"694","The defense also learned that college-educated people were uncharacteristically conservative"
"695","The president learned of a coup plot that might endanger his life"
"696","We abandoned the area"
"697","The crowd left"
"698","She lectured about traveling"
"699","She lectured"
"700","She lectured about her travels"
"701","She lectured about her traveling"
"702","She dwelled on her travels"
"703","She dwelled on her travelling"
"704","The jewel sparkled"
"705","Jewels sparkled on the crown"
"706","The crown sparkled with jewels"
"707","There sparkled a magnificent diamond on his finger"
"708","On his finger there sparkled a magnificent diamond"
"709","The stagehand flashed the lights"
"710","The lack of money limited the help"
"711","The lack of money limited them to helping to our peers"
"712","The lack of money limited the help to our peers"
"713","The lack of money limited them to help their peers only"
"714","Sasha dawdled in the museum"
"715","Sasha dawdled over lunch"
"716","He delayed the watering"
"717","Cornelia lodged with the Stevensons"
"718","Cornelia lodged at Mrs. Parker's"
"719","We camped there"
"720","John oft hankered to move up the corporate ladder"
"721","Danny longs for a sunny day"
"722","Danny yearns after sunny days"
"723","Susan whispered"
"724","Susan whispered to/at Rachel"
"725","Susan whispered about the party"
"726","Susan whispered the news/a few words"
"727","Susan whispered\, 'Leave the room.'"
"728","Susan whispered the news/a few words to/at Rachel"
"729","Susan whispered that the party would be tonight"
"730","Susan whispered how to avoid the crowd"
"731","Susan whispered to come"
"732","Susan whispered to Rachel that the party would be tonight"
"733","Susan whispered to Rachel how to avoid the crowd"
"734","Susan whispered to Rachel to come"
"735","Susan whispered for me to come"
"736","Susan whispered to Rachel\, 'Leave the room.'"
"737","Bill and Kathy married"
"738","Bill married Kathy"
"739","The beauty of the Grand Canyon has been marveled over by countless tourists"
"740","I will suffer"
"741","Megan marveled at the Grand Canyon"
"742","We cared about the opera"
"743","I grieve for my departed Juliet"
"744","I suffered from occasional blackouts"
"745","I delighted in such pleasant pursuits"
"746","I certainly approved of Mary's acquaitance"
"747","I grooved on David Lynch films"
"748","I anguished over Aslan's pain"
"749","I reacted to the experience violently"
"750","Dina masqueraded as a lawyer"
"751","Dina acted like a cretin"
"752","They serve a restricted role on the bench"
"753","He had served in financial planning positions"
"754","It matters"
"755","It matters to me"
"756","It matters to me that they were wrong"
"757","It matters that they left"
"758","That he came matters"
"759","The river runs through the valley"
"760","Through the valley meanders the river"
"761","There meanders through the valley a river"
"762","There meanders a river through the valley"
"763","Brenda met with Molly"
"764","Brenda and Molly met"
"765","Anne met Cathy"
"766","The committee met"
"767","Brenda fought with Molly"
"768","Brenda and Molly fought"
"769","Anne fought Cathy"
"770","The populace fought"
"771","Herman mixed the eggs with the cream"
"772","Herman mixed the eggs"
"773","Herman mixed the eggs and the cream together"
"774","The eggs mixed with the cream"
"775","Eggs mix well with cream"
"776","Eggs mix well"
"777","Eggs and cream mix well together"
"778","The eggs and the cream mixed"
"779","The eggs and the cream mixed together"
"780","Herman added a computer to the network"
"781","Herman connected the computers"
"782","Herman connected the computers together"
"783","This computer will connect well to the network"
"784","These computers connected well"
"785","These computers connected well together"
"786","My computer connected to his computer"
"787","Our computers connected"
"788","Our computers connected together"
"789","A flag fluttered"
"790","Brutus murdered Julius Cesar"
"791","Caesar killed Brutus with a knife"
"792","The DDT killed the insects"
"793","I neglected to do the job"
"794","I neglected the job"
"795","I managed to do the job"
"796","I managed the job"
"797","They rowed"
"798","They rowed along the canal"
"799","He rowed Penny across the lake"
"800","He drove Penny"
"801","Penny rowed her palms raw"
"802","Penny rowed her palms to shreds"
"803","He rode her seasick"
"804","He rode her to sickness"
"805","They rowed the canals of Venice"
"806","Paul laughed"
"807","Paul laughed a cheerful laugh"
"808","She laughed her excitement"
"809","Carmen obtained the spare part"
"810","Carmen obtained the spare part from Diana"
"811","Carmen purchased a dress for $50"
"812","$50 won't even purchase a dress"
"813","A serious accident happened"
"814","There happened a serious accident"
"815","A serious accident happened in front of them"
"816","In front of them happened a serious accident"
"817","It occurred that they left"
"818","He ordered John"
"819","He ordered John to eat his sloth"
"820","John ordered that she come immediately"
"821","He ordered that she should come immediately"
"822","The king knighted the brave soldier"
"823","Bill dried the clothes"
"824","Bill dried the clothes with a hairdryer"
"825","The clothes dried"
"826","Cotton clothes dry easily"
"827","The hairdryer dried the clothes"
"828","The clothes dried wrinkled"
"829","Tony broke the piggy bank open with a hammer"
"830","Tony broke the glass to pieces"
"831","Tony broke the glass to pieces with a hammer"
"832","Piggy banks break open"
"833","Glasses break to pieces"
"834","Piggy banks break open with a hammer"
"835","Glasses break to pieces with a rock"
"836","My eyes are itching"
"837","My eyes are itching me"
"838","My eyes are itching from the smoke"
"839","He paid 5000 pounds for the car"
"840","He paid 5000 pounds"
"841","We peered at the baby"
"842","Steve pelted Anna with Acorns"
"843","Steve pelted Anna"
"844","Sandy sang a song"
"845","Sandy sang"
"846","Sandy sang a song to me"
"847","Sandy sang a song for me"
"848","Sandy sang me a song"
"849","Claire drew a picture"
"850","Claire draws"
"851","Claire drew a picture for me"
"852","Claire drew me a picture"
"853","The cook boned the fish"
"854","Lydia pocketed the change"
"855","Lydia pocketed the change in her left pocket"
"856","I landed in Russia"
"857","The plane landed"
"858","I landed there"
"859","The witch poisoned Snow White"
"860","The Boston Strangler strangled his victims dead"
"861","The Boston Strangler strangled his victims to death"
"862","The queen poisoned Snow White with an apple"
"863","Allison poked the cloth"
"864","Allison poked the needle through the cloth"
"865","Allison poked the cloth with the needle"
"866","Allison poked at the cloth"
"867","Allison poked at the cloth with the needle"
"868","The needle poked the cloth"
"869","Tamara poured water into the bowl"
"870","Tamara poured water here"
"871","Water poured onto the plants"
"872","Maria poured water from the bowl into the cup"
"873","Water poured from the bowl into the cup"
"874","Donna fixed a sandwich"
"875","Donna fixed me a sandwich"
"876","Donna fixed a sandwich for me"
"877","Donna grilled steaks"
"878","Donna grilled me steaks"
"879","Donna grilled steaks for me"
"880","The dealer valued the book"
"881","The dealer valued the book at $200"
"882","Nora heaved the chair"
"883","Nora yanked the button loose"
"884","Nora jerked at the wall"
"885","Nora pushed through the crowd"
"886","Nora pushed her way through the crowd"
"887","I put the book on/under/near the table"
"888","I put the book here/there"
"889","I stashed the book"
"890","They put upon me a brilliant\, red helm"
"891","I lifted the books"
"892","I lifted the books onto the table"
"893","I dropped the books here"
"894","They reached the hill"
"895","I presented a solution"
"896","I presented a solution to him"
"897","A solution presented itself yesterday"
"898","He refrained"
"899","He refrained from eating"
"900","He refrained from the lurid activity while in the lady's company"
"901","The package weighed ten pounds"
"902","I weighed the package"
"903","She relies on coming back in time"
"904","She relies on him coming back in time"
"905","She relies on him to help"
"906","She relies on his helping"
"907","She relies on it"
"908","I cannot risk my job"
"909","I cannot risk that I get into trouble"
"910","I cannot risk smoking"
"911","The ball rolled"
"912","The ball rolled down the hill"
"913","Bill rolled the ball"
"914","Bill rolled the ball down the hill"
"915","The drawer rolled open"
"916","The drawer rolled to an open position"
"917","Bill rolled the drawer open"
"918","Bill rolled the drawer to an open position"
"919","We rummaged the drawer for important documents"
"920","He pawed over the documents"
"921","He rummaged through the door for the ball"
"922","The horse jumped"
"923","The horse jumped over the fence"
"924","Tom jumped the horse over the fence"
"925","The lion tamer jumped the lions through the loop"
"926","Tom jumped the horse"
"927","The lion tamer jumped the lions"
"928","The horse jumped the stream"
"929","Tom ran the soles off his shoes"
"930","We walked ourselves into a state of exhaustion"
"931","Tom walked the dog exhausted"
"932","Tom walked the dog to exhaustion"
"933","There jumped out of the box a little white rabbit"
"934","There jumped a little white rabbit out of the box"
"935","Out of the box jumped a little white rabbit"
"936","Maggie hurried with her lunch"
"937","Maggie hurried her sister"
"938","Mary hurried through the museum"
"939","Ellen said a few words"
"940","Ellen said a few words to Helen"
"941","Mr. Jacobson announced to the trading mob: 'We're going to trade on the bell.'"
"942","He says\, 'It has to go.'"
"943","John suggested how she could do it"
"944","John suggested how to do it"
"945","John suggested what to do"
"946","John suggested what we should eat"
"947","He ordered that he go"
"948","John suggested that he should go"
"949","John suggested it other"
"950","John suggested to her how she could do it"
"951","John suggested to her how to do it"
"952","John suggested to him that he goes"
"953","John suggested to him that he go"
"954","John suggested to her what she could do"
"955","John suggested to her what to do"
"956","He suggested it to her"
"957","The jeweler printed the name"
"958","The jeweler printed the name on the ring"
"959","Smith was scribbling"
"960","I searched the cave for treasure"
"961","I searched for treasure in the cave"
"962","I searched in the cave for treasure"
"963","I searched through America"
"964","I saw the play"
"965","I can see that you are feeling great"
"966","I sensed the eagerness in him"
"967","I saw how he arrived"
"968","I saw what they did"
"969","I saw her bake the cake"
"970","I saw him laughing"
"971","I saw their laughing and joking"
"972","The entire class heard about/of the sermon"
"973","Nora sent the book"
"974","Nora sent the book from Paris"
"975","Nora sent the book to London"
"976","Nora sent the book from Paris to London"
"977","TransCanada is shifting its HQ to Calgary from Toronto"
"978","Nora sent me the book"
"979","I separated the yolk from the white"
"980","I separated the yolk and the white"
"981","The yolk and the white separated"
"982","Cream separates easily from milk"
"983","Egg yolks and egg whites separate easily"
"984","The yolk separated from the white"
"985","The yoke parted with the white"
"986","Eventually\, they settled"
"987","They settled on what to do"
"988","Sugar whips into cream easily"
"989","Eggs whisk easily"
"990","Sugar and cream whip together easily"
"991","Herman whipped sugar with the cream"
"992","Herman whipped sugar and the cream together"
"993","Herman whipped cream"
"994","Herman gathered students into group2"
"995","Herman gathered the students together"
"996","Herman spliced ropes"
"997","The crew spotted the island"
"998","She always wears purple dresses"
"999","The books slid"
"1000","The books slid from the table"
"1001","The books slid to the floor"
"1002","The books slid from the table to the floor"
"1003","Carla slid the books"
"1004","Carla slid the books across the table"
"1005","Carla slid the books to the floor"
"1006","Carla slid the books from one end of the table to the other"
"1007","Carla slid John the books"
"1008","The onions reeked"
"1009","The room reeked"
"1010","The room reeked of onions"
"1011","Gloria snoozed"
"1012","Gloria slept the sleep of the dead"
"1013","The door hinges squeaked"
"1014","Horns beeped in the street"
"1015","The street sang with horns"
"1016","In the hallway ticked a gradfather clock"
"1017","There ticked a grandather clock in the hallway"
"1018","I buzzed the bell"
"1019","The bell chimed the hour"
"1020","The voices echoed"
"1021","The voices echoed through the hall"
"1022","There echoed voices through the hall"
"1023","Through the hall echoed a loud cry"
"1024","The hall echoed with voices"
"1025","Paula spanked the child"
"1026","Paula spanked the child with her right hand"
"1027","They spanked him dead"
"1028","They spanked him to death"
"1029","They spanked him to death with a bat"
"1030","Paula spanked the naughty child on the back"
"1031","Paula spanked the naught child on the back with a paddle"
"1032","Paula spanked the naughty child's back"
"1033","John slouched"
"1034","The statue stood on the corner"
"1035","There stood on the corner a statue"
"1036","On the pedestal stood a statue"
"1037","They stood the statue on the pedestal"
"1038","I broke the twig off the branch"
"1039","I broke the twig and the branch apart"
"1040","The twig broke off the branch"
"1041","The twig and the branch broke apart"
"1042","Twigs break off of those branches easily"
"1043","Those twigs and branches break apart easily"
"1044","Jessica loaded boxes into the wagon"
"1045","Jessica loaded the wagon with boxes"
"1046","Jessica squirted water"
"1047","Jessica sprayed the wall"
"1048","Paint sprayed onto the wall"
"1049","Jessica squirted water at me"
"1050","Crowds packed the stands"
"1051","I stalked the woods for game"
"1052","I stalked game in the woods"
"1053","I tracked prints"
"1054","The thief stole the paint"
"1055","The thief stole the paint from the museum"
"1056","The thief stole the paint for Mary"
"1057","The thief stole the paint from John for Mary"
"1058","That pea soup tasted delicious"
"1059","That pea soup tasted delicious to me"
"1060","He stopped going to the area"
"1061","The storm ended"
"1062","John ended the party"
"1063","The party ended with a bang"
"1064","I ended the party with a speech"
"1065","The party stopped easily"
"1066","The fountain gushed"
"1067","The well gushed oil"
"1068","I bled him"
"1069","Oil gushed from the well"
"1070","Water gushed through the streets"
"1071","The streets gushed with water"
"1072","Over the fire bubbled a fragant stew"
"1073","There bubbled a fragant stew over the fire"
"1074","The water seeped out"
"1075","The bill shed 50 pages of pork-barrel addons"
"1076","I succeeded"
"1077","I succeeded in climbing the mountain"
"1078","I succeeded in the endeavour"
"1079","I managed to pass the test"
"1080","I failed"
"1081","I failed the test"
"1082","I failed in attempting the test"
"1083","I failed in maths"
"1084","I failed to pass the test"
"1085","The pirates drowned the sailor"
"1086","The sailor drowned"
"1087","He choked/suffocated to death"
"1088","The pirate choked the sailor to death"
"1089","I suspected him of infidelity"
"1090","I suspected him of lying"
"1091","I suspected his philandering"
"1092","Flowers abound in the garden"
"1093","There abound flowers in the garden"
"1094","The garden abounds with flowers"
"1095","Paula swatted the fly"
"1096","Paula swatted the fly with a dishcloth"
"1097","Paula swatted at the fly"
"1098","Paula swatted at the fly with a dishcloth"
"1099","Paula bit the bag open"
"1100","Paula swatted the fly dead with a dishcloth"
"1101","The cat clawed the counch to pieces"
"1102","The cat clawed the counch to pieces with her sharp nails"
"1103","Paula swatted Deirdre on the back"
"1104","Susan talked"
"1105","Susan talked to Rachel"
"1106","Susan talked with Rachel"
"1107","Susan talked to Rachel about the problem"
"1108","Susan talked with Rachel about the problem"
"1109","Susan and Rachel talked"
"1110","Susan talked about the problem to Rachel"
"1111","Susan talked about the problem with Rachel"
"1112","Susan talked about the problems of modern America"
"1113","Linda taped the picture"
"1114","Linda taped the picture to the wall"
"1115","Ellen told a story"
"1116","Ellen told a story to Helen"
"1117","Ellen told Helen a story"
"1118","Ellen told me\, 'Leave the room.'"
"1119","Ellen told Helen"
"1120","Ellen told Helen about the situation"
"1121","Ellen told Helen that the party would be tonight"
"1122","Ellen told Helen how to avoid the crowd"
"1123","Ellen told Helen to come"
"1124","Steve tossed the ball"
"1125","Steve tossed the ball to the garden"
"1126","Steve tossed the ball from the corner"
"1127","Steve tossed the ball from the corner to the garden"
"1128","I threw the package away"
"1129","Steve tossed John the ball"
"1130","The proposal throws the House's work into chaos"
"1131","The proposal throws into chaos the House's proposal"
"1132","My heart is pounding"
"1133","My heart is pounding from fear"
"1134","Carrie touched the cat"
"1135","Carrie touched the cat with the stick"
"1136","Carrie touched his shoulder"
"1137","Carrie touched his shoulder with the stick"
"1138","The secretary transcribed the speech"
"1139","The secretary transcribed the speech into the record"
"1140","I explained how it can be done"
"1141","I explained how to do it"
"1142","I explained to her how it can be done"
"1143","I explained to her how to do it"
"1144","I explained what he should do"
"1145","I explained what to do"
"1146","I explained the matter"
"1147","I explained the matter to them"
"1148","I explained from Simone de Beauvoir's essay on the Marquis de Sade"
"1149","I explained"
"1150","Wanda taught the students French"
"1151","Wanda taught the students"
"1152","Wanda asked me to present a new proposal"
"1153","Wanda told me about climbing the mountain"
"1154","She told him that he should not go"
"1155","She told him what she was doing"
"1156","She told him what to do"
"1157","She told him how he did it"
"1158","I tried exercising"
"1159","I tried the exercise routine"
"1160","I tried to exercise"
"1161","The witch turned him from a prince into a frog"
"1162","He turned from a prince into a frog"
"1163","The witch turned him into a frog"
"1164","He turned into a frog"
"1165","The man was converting again"
"1166","The 1980s bull market transformed the U.S. securities business"
"1167","He converted to a world without CFCs"
"1168","The thrift\, which converted from a mutual form in April 1986 to a stock form of ownership"
"1169","The thrift\, which converted to a stock form of ownership from a mutual form in April 1986"
"1170","I persuaded him"
"1171","I persuaded him into action"
"1172","I persuaded him to come"
"1173","I persuaded him that he should come"
"1174","Claire skated"
"1175","Claire skated along the canal"
"1176","He skated Penny around the rink"
"1177","He skated Penny"
"1178","Claire skated her skates blades blunt"
"1179","Claire skated her skates blades to shreds"
"1180","He skated Penny exhausted"
"1181","He skated Penny to exhaustion"
"1182","Claire skated the canals"
"1183","They waltzed"
"1184","They waltzed across the room"
"1185","He waltzed her across the floor"
"1186","She waltzed the soles off her shoes"
"1187","She waltzed herself to sickness"
"1188","He waltzed her dizzy"
"1189","He waltzed her to exhaustion"
"1190","Dorothy needs new shoes"
"1191","Dorothy needs her for her skills"
"1192","I need for her to be happy"
"1193","I need exercising"
"1194","She wanted the meat red"
"1195","I needed him here"
"1196","I need him cooking"
"1197","I need the children found"
"1198","I needed his cooking"
"1199","I needed to come"
"1200","I needed him to go"
"1201","I need him to be nice"
"1202","It's raining"
"1203","It's raining cats and dogs"
"1204","It was pelting with rain"
"1205","My family always summered at the seashore"
"1206","Linda winked her eye"
"1207","Linda winked her eye in agreement"
"1208","Linda winked her eye at his behavior"
"1209","Linda winked"
"1210","Linda winked at the audience"
"1211","Linda winked her agreement"
"1212","Linda winked in agreement"
"1213","Linda winked at his behavior"
"1214","His brother nodded vigorous assent"
"1215","Carla shoveled the snow from the walk"
"1216","Carla shoveled the walk"
"1217","Carla was vacuuming"
"1218","Carla mopped under the furniture"
"1219","Carla shoveled the walk clean"
"1220","He plowed the snow back into the ditch"
"1221","Brian wiped the fingerprints from the counter"
"1222","Brian wiped the counter"
"1223","Barry Cryer erased the writing"
"1224","Brian wiped at the counter"
"1225","I wished for her to do it"
"1226","I wished it"
"1227","I wished him to be nice"
"1228","I wished the children found"
"1229","He wished that she would come immediately"
"1230","He wished to come"
"1231","He backed out"
"1232","He backed out of the trip"
"1233","He backed out of going on the trip"
"1234","He got away"
"1235","He got away from the area"
"1236","He backed away from going on the trip"
"1237","He withdrew"
"1238","He withdrew from the trip"
